id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location,population,"time_to_arrest,hours",severity_score,day_or_night
13775432,JJ180459,2025-03-13 21:39:00,060XX N NEVA AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,1612,16,41,10,08A,1127703.0,1939897.0,2025,2025-03-21 15:51:29,41.991397074,-87.805641133,"
,  
(41.991397074, -87.805641133)",450000,,0.0,night
13774579,JJ180508,2025-03-13 21:36:00,065XX S DR MARTIN LUTHER KING JR DR,1330,CRIMINAL TRESPASS,TO LAND,APARTMENT,True,False,312,3,20,69,26,1180043.0,1861837.0,2025,2025-03-21 15:51:29,41.776150283,-87.615522623,"
,  
(41.776150283, -87.615522623)",240000,186.25805555555556,0.0,night
13774563,JJ180457,2025-03-13 21:33:00,071XX S JEFFERY BLVD,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,SIDEWALK,True,False,333,3,5,43,18,1190776.0,1858184.0,2025,2025-03-21 15:51:29,41.76587359,-87.576294705,"
,  
(41.76587359, -87.576294705)",90000,186.30805555555557,0.0,night
13774545,JJ180444,2025-03-13 21:33:00,011XX W WILSON AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE - PORCH / HALLWAY,True,False,1913,19,46,3,26,1167822.0,1930700.0,2025,2025-03-21 15:51:29,41.965387049,-87.658338686,"
,  
(41.965387049, -87.658338686)",500000,186.30805555555557,0.0,night
13775160,JJ180470,2025-03-13 21:30:00,009XX N WELLS ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1823,18,27,8,08B,1174552.0,1906744.0,2025,2025-03-21 15:51:29,41.899502773,-87.634312348,"
,  
(41.899502773, -87.634312348)",310000,,10.0,night
13774598,JJ180514,2025-03-13 21:30:00,087XX S STONY ISLAND AVE,810,THEFT,OVER $500,SMALL RETAIL STORE,False,False,412,4,8,48,6,1188437.0,1847378.0,2025,2025-03-21 15:51:29,41.736277091,-87.585212192,"
,  
(41.736277091, -87.585212192)",120000,,5.0,night
13774521,JJ180428,2025-03-13 21:22:00,035XX W 59TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,ALLEY,True,False,822,8,14,63,15,1153826.0,1865266.0,2025,2025-03-21 15:51:29,41.78612028,-87.711541865,"
,  
(41.78612028, -87.711541865)",180000,186.49138888888888,0.0,night
13774807,JJ180811,2025-03-13 21:20:00,065XX N NORTHWEST HWY,810,THEFT,OVER $500,APARTMENT,False,False,1612,16,41,9,6,1126330.0,1942769.0,2025,2025-03-21 15:51:29,41.999301223,-87.810627028,"
,  
(41.999301223, -87.810627028)",450000,,5.0,night
13775068,JJ181100,2025-03-13 21:16:00,002XX W SWANN ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,False,925,9,20,37,26,1175262.0,1874083.0,2025,2025-03-21 15:51:29,41.809862729,-87.632683431,"
,  
(41.809862729, -87.632683431)",240000,,0.0,night
13774476,JJ180433,2025-03-13 21:14:00,016XX W CONGRESS PKWY,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,OTHER (SPECIFY),False,True,1231,12,27,28,26,1165475.0,1897799.0,2025,2025-03-21 15:51:29,41.875155116,-87.667906709,"
,  
(41.875155116, -87.667906709)",310000,,0.0,night
13774737,JJ180667,2025-03-13 21:00:00,104XX S AVENUE L,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,True,False,432,4,10,52,7,1201838.0,1836245.0,2025,2025-03-21 15:51:29,41.705397141,-87.536494198,"
,  
(41.705397141, -87.536494198)",140000,186.85805555555555,6.0,night
13774776,JJ180750,2025-03-13 21:00:00,052XX W BELMONT AVE,710,THEFT,THEFT FROM MOTOR VEHICLE,VEHICLE NON-COMMERCIAL,False,False,1634,16,30,15,6,1140871.0,1920774.0,2025,2025-03-21 15:51:29,41.938689043,-87.757677461,"
,  
(41.938689043, -87.757677461)",340000,,5.0,night
13774820,JJ180821,2025-03-13 21:00:00,085XX S DREXEL AVE,710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,632,6,8,44,6,1183717.0,1848477.0,2025,2025-03-21 15:51:29,41.739404156,-87.602470244,"
,  
(41.739404156, -87.602470244)",120000,,5.0,night
13775181,JJ181209,2025-03-13 21:00:00,073XX S TROY ST,560,ASSAULT,SIMPLE,RESIDENCE,False,True,835,8,18,66,08A,1156642.0,1855853.0,2025,2025-03-21 15:51:29,41.76023325,-87.701470487,"
,  
(41.76023325, -87.701470487)",220000,,10.0,night
13774436,JJ180421,2025-03-13 21:00:00,003XX W 87TH ST,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,622,6,21,49,6,1175327.0,1847153.0,2025,2025-03-21 15:51:29,41.735962346,-87.633249078,"
,  
(41.735962346, -87.633249078)",250000,,5.0,night
13774487,JJ180435,2025-03-13 21:00:00,005XX N CENTRAL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1523,15,37,25,14,1138938.0,1903065.0,2025,2025-03-21 15:51:29,41.890128925,-87.765212935,"
,  
(41.890128925, -87.765212935)",410000,,6.0,night
13774833,JJ180756,2025-03-13 21:00:00,0000X N LAMON AVE,460,BATTERY,SIMPLE,SIDEWALK,False,False,1533,15,28,25,08B,1143718.0,1899731.0,2025,2025-03-21 15:51:29,41.880891843,-87.747741922,"
,  
(41.880891843, -87.747741922)",320000,,10.0,night
13774799,JJ180709,2025-03-13 21:00:00,017XX N DRAKE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1422,14,26,23,14,1152549.0,1911336.0,2025,2025-03-21 15:51:29,41.91256717,-87.715007775,"
,  
(41.91256717, -87.715007775)",300000,,6.0,night
13774941,JJ180999,2025-03-13 21:00:00,0000X E LAKE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,False,False,111,1,42,32,14,1176916.0,1901744.0,2025,2025-03-21 15:51:29,41.885729338,-87.625780935,"
,  
(41.885729338, -87.625780935)",460000,,6.0,night
13774758,JJ180683,2025-03-13 21:00:00,043XX S TRUMBULL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,ALLEY,False,False,821,8,12,58,14,1154096.0,1875746.0,2025,2025-03-21 15:51:29,41.81487352,-87.710273374,"
,  
(41.81487352, -87.710273374)",160000,,6.0,night
13774488,JJ180422,2025-03-13 20:56:00,046XX N CLIFTON AVE,560,ASSAULT,SIMPLE,OTHER (SPECIFY),False,False,1913,19,46,3,08A,1167678.0,1930890.0,2025,2025-03-21 15:51:29,41.965911528,-87.65886264,"
,  
(41.965911528, -87.65886264)",500000,,10.0,night
13775533,JJ180441,2025-03-13 20:56:00,029XX W 63RD ST,051A,ASSAULT,AGGRAVATED - HANDGUN,RESTAURANT,False,False,823,8,15,66,04A,1158047.0,1862730.0,2025,2025-03-21 15:51:29,41.779076327,-87.696134362,"
,  
(41.779076327, -87.696134362)",190000,,10.0,night
13774472,JJ180424,2025-03-13 20:45:00,056XX S WINCHESTER AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,False,False,715,7,15,67,04A,1164317.0,1867341.0,2025,2025-03-21 15:51:29,41.791599711,-87.673018032,"
,  
(41.791599711, -87.673018032)",190000,,10.0,night
13774855,JJ180414,2025-03-13 20:35:00,026XX W PERSHING RD,1570,SEX OFFENSE,PUBLIC INDECENCY,DEPARTMENT STORE,False,False,911,9,12,58,17,1159361.0,1878694.0,2025,2025-03-21 15:51:29,41.822856815,-87.690879645,"
,  
(41.822856815, -87.690879645)",160000,,0.0,night
13774567,JJ180467,2025-03-13 20:35:00,0000X W 69TH ST,460,BATTERY,SIMPLE,CTA PLATFORM,True,False,731,7,6,69,08B,1177279.0,1859276.0,2025,2025-03-21 15:51:29,41.769185486,-87.625732415,"
,  
(41.769185486, -87.625732415)",100000,187.2747222222222,10.0,night
13774558,JJ180417,2025-03-13 20:30:00,050XX W CHICAGO AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1531,15,37,25,08B,1142733.0,1904851.0,2025,2025-03-21 15:51:29,41.894960125,-87.751231281,"
,  
(41.894960125, -87.751231281)",410000,,10.0,night
13774514,JJ180446,2025-03-13 20:30:00,048XX S MICHIGAN AVE,560,ASSAULT,SIMPLE,APARTMENT,False,False,224,2,3,38,08A,1177975.0,1872931.0,2025,2025-03-21 15:51:29,41.806640412,-87.62276756,"
,  
(41.806640412, -87.62276756)",70000,,10.0,night
13775190,JJ180449,2025-03-13 20:30:00,058XX S KEDZIE AVE,320,ROBBERY,STRONG ARM - NO WEAPON,CTA BUS STOP,False,False,822,8,14,63,3,1156046.0,1865825.0,2025,2025-03-21 15:51:29,41.787609913,-87.703387152,"
,  
(41.787609913, -87.703387152)",180000,,10.0,night
13774480,JJ180405,2025-03-13 20:25:00,049XX W NORTH AVE,031A,ROBBERY,ARMED - HANDGUN,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,2533,25,37,25,3,1143068.0,1910180.0,2025,2025-03-21 15:51:29,41.909577258,-87.749867783,"
,  
(41.909577258, -87.749867783)",410000,,10.0,night
13779401,JJ180425,2025-03-13 20:22:00,012XX S INDIANA AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,132,1,34,33,26,1177854.0,1894918.0,2025,2025-03-21 15:51:29,41.866977138,-87.622544036,"
,  
(41.866977138, -87.622544036)",380000,,0.0,night
13774509,JJ180408,2025-03-13 20:15:00,076XX S MARSHFIELD AVE,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,True,False,611,6,17,71,18,1166667.0,1854133.0,2025,2025-03-21 15:51:29,41.755305393,-87.664777512,"
,  
(41.755305393, -87.664777512)",210000,187.60805555555555,0.0,night
13776475,JJ182662,2025-03-13 20:12:00,043XX S TRUMBULL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,ALLEY,False,False,821,8,12,58,14,1154098.0,1875699.0,2025,2025-03-21 15:51:29,41.814744506,-87.710267288,"
,  
(41.814744506, -87.710267288)",160000,,6.0,night
13774515,JJ180468,2025-03-13 20:04:00,036XX S RHODES AVE,460,BATTERY,SIMPLE,STREET,False,False,212,2,4,35,08B,1180179.0,1881011.0,2025,2025-03-21 15:51:29,41.828762287,-87.614436164,"
,  
(41.828762287, -87.614436164)",80000,,10.0,night
13774781,JJ180748,2025-03-13 20:00:00,071XX S SPRINGFIELD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,833,8,23,65,14,1151598.0,1857022.0,2025,2025-03-21 15:51:29,41.76354136,-87.71992651,"
,  
(41.76354136, -87.71992651)",270000,,6.0,night
13774473,JJ180384,2025-03-13 20:00:00,006XX E 115TH ST,530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,RESTAURANT,False,False,531,5,9,50,04A,1182383.0,1828813.0,2025,2025-03-21 15:51:29,41.685474655,-87.607964681,"
,  
(41.685474655, -87.607964681)",130000,,10.0,night
13774994,JJ181059,2025-03-13 20:00:00,095XX S WOODLAWN AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,511,5,8,50,7,1185872.0,1842022.0,2025,2025-03-21 15:51:29,41.72164044,-87.594777708,"
,  
(41.72164044, -87.594777708)",120000,,6.0,night
13774669,JJ180624,2025-03-13 20:00:00,077XX S EBERHART AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,624,6,6,69,7,1180914.0,1853846.0,2025,2025-03-21 15:51:29,41.754202159,-87.6125751,"
,  
(41.754202159, -87.6125751)",100000,,6.0,night
13775416,JJ181568,2025-03-13 20:00:00,092XX S ASHLAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,2221,22,21,73,14,1167293.0,1843441.0,2025,2025-03-21 15:51:29,41.72595163,-87.662788695,"
,  
(41.72595163, -87.662788695)",250000,,6.0,night
13774926,JJ180839,2025-03-13 20:00:00,014XX E 53RD ST,560,ASSAULT,SIMPLE,STREET,False,False,234,2,4,41,08A,1186970.0,1870418.0,2025,2025-03-21 15:51:29,41.799535754,-87.589857058,"
,  
(41.799535754, -87.589857058)",80000,,10.0,night
13777354,JJ184055,2025-03-13 20:00:00,003XX W 30TH ST,710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,914,9,11,34,6,1174693.0,1884944.0,2025,2025-03-21 15:51:29,41.839678978,-87.634446373,"
,  
(41.839678978, -87.634446373)",150000,,5.0,night
13774717,JJ180663,2025-03-13 20:00:00,107XX S AVENUE H,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,432,4,10,52,7,1202846.0,1834419.0,2025,2025-03-21 15:51:29,41.700360793,-87.532865251,"
,  
(41.700360793, -87.532865251)",140000,,6.0,night
13777481,JJ180398,2025-03-13 20:00:00,087XX S MAY ST,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,2222,22,21,71,5,1170179.0,1846901.0,2025,2025-03-21 15:51:29,41.735384188,-87.652116766,"
,  
(41.735384188, -87.652116766)",250000,,5.0,night
13774801,JJ180820,2025-03-13 20:00:00,015XX N SEDGWICK ST,560,ASSAULT,SIMPLE,OTHER (SPECIFY),False,False,1821,18,27,8,08A,1173367.0,1910509.0,2025,2025-03-21 15:51:29,41.909860541,-87.638552799,"
,  
(41.909860541, -87.638552799)",310000,,10.0,night
13774390,JJ180375,2025-03-13 19:58:00,051XX W GRAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,False,False,2522,25,36,19,14,1141893.0,1912824.0,2025,2025-03-21 15:51:29,41.916854535,-87.75411869,"
,  
(41.916854535, -87.75411869)",400000,,6.0,night
13777433,JJ183959,2025-03-13 19:50:00,001XX N DEARBORN ST,870,THEFT,POCKET-PICKING,RESTAURANT,False,False,111,1,42,32,6,1175916.0,1901339.0,2025,2025-03-21 15:51:29,41.884640562,-87.629465296,"
,  
(41.884640562, -87.629465296)",460000,,5.0,night
13774392,JJ180388,2025-03-13 19:50:00,059XX W ADDISON ST,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,1633,16,30,15,6,1136115.0,1923329.0,2025,2025-03-21 15:51:29,41.945786539,-87.775096032,"
,  
(41.945786539, -87.775096032)",340000,,5.0,night
13774900,JJ180478,2025-03-13 19:44:00,0000X W KINZIE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,RESTAURANT,False,False,1831,18,42,8,11,1176144.0,1903019.0,2025,2025-03-21 15:51:29,41.889245439,-87.628577391,"
,  
(41.889245439, -87.628577391)",460000,,6.0,night
13774481,JJ180423,2025-03-13 19:43:00,071XX S WABASH AVE,560,ASSAULT,SIMPLE,STREET,True,True,323,3,6,69,08A,1177958.0,1857789.0,2025,2025-03-21 15:51:29,41.76508964,-87.623288534,"
,  
(41.76508964, -87.623288534)",100000,188.14138888888888,10.0,night
13774605,JJ180404,2025-03-13 19:40:00,002XX W 127TH ST,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,True,False,523,5,9,53,18,1176847.0,1820710.0,2025,2025-03-21 15:51:29,41.663364882,-87.628473229,"
,  
(41.663364882, -87.628473229)",130000,188.1913888888889,0.0,night
13774447,JJ180374,2025-03-13 19:39:00,011XX W JACKSON BLVD,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,1232,12,34,28,6,1168933.0,1898798.0,2025,2025-03-21 15:51:29,41.877822179,-87.655181405,"
,  
(41.877822179, -87.655181405)",380000,188.20805555555555,5.0,night
13774443,JJ180356,2025-03-13 19:34:00,028XX S KARLOV AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,ALLEY,True,False,1031,10,22,30,15,1149510.0,1884787.0,2025,2025-03-21 15:51:29,41.839773278,-87.726861539,"
,  
(41.839773278, -87.726861539)",260000,188.2913888888889,0.0,night
13774624,JJ180513,2025-03-13 19:32:00,0000X W TERMINAL ST,820,THEFT,$500 AND UNDER,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,False,False,1655,16,41,76,6,1104700.0,1933741.0,2025,2025-03-21 15:51:29,41.974861952,-87.890372151,"
,  
(41.974861952, -87.890372151)",450000,,5.0,night
13774470,JJ180359,2025-03-13 19:32:00,068XX S NORMAL BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,722,7,6,68,08B,1174126.0,1859674.0,2025,2025-03-21 15:51:29,41.770348245,-87.637277969,"
,  
(41.770348245, -87.637277969)",100000,,10.0,night
13779683,JJ180376,2025-03-13 19:30:00,073XX W ADDISON ST,051A,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE - YARD (FRONT / BACK),False,True,1631,16,38,17,04A,1126321.0,1923048.0,2025,2025-03-21 15:51:29,41.945184833,-87.811102385,"
,  
(41.945184833, -87.811102385)",420000,,10.0,night
13774782,JJ180722,2025-03-13 19:30:00,067XX S CREGIER AVE,810,THEFT,OVER $500,STREET,False,False,332,3,5,43,6,1189360.0,1860745.0,2025,2025-03-21 15:51:29,41.772935266,-87.581402676,"
,  
(41.772935266, -87.581402676)",90000,,5.0,night
13774957,JJ181003,2025-03-13 19:30:00,013XX W JACKSON BLVD,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,1231,12,27,28,04A,1167490.0,1898755.0,2025,2025-03-21 15:51:29,41.877735349,-87.660480953,"
,  
(41.877735349, -87.660480953)",310000,,10.0,night
13774477,JJ180369,2025-03-13 19:25:00,025XX W CERMAK RD,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,1023,10,28,31,6,1159824.0,1889315.0,2025,2025-03-21 15:51:29,41.85199252,-87.688888738,"
,  
(41.85199252, -87.688888738)",320000,188.4413888888889,5.0,night
13774463,JJ180355,2025-03-13 19:25:00,073XX S TROY ST,560,ASSAULT,SIMPLE,RESIDENCE,False,True,835,8,18,66,08A,1156642.0,1855853.0,2025,2025-03-21 15:51:29,41.76023325,-87.701470487,"
,  
(41.76023325, -87.701470487)",220000,,10.0,night
13774532,JJ180352,2025-03-13 19:24:00,077XX S JEFFERY BLVD,460,BATTERY,SIMPLE,APARTMENT,False,False,414,4,8,43,08B,1190879.0,1854043.0,2025,2025-03-21 15:51:29,41.754507854,-87.576050797,"
,  
(41.754507854, -87.576050797)",120000,,10.0,night
13774449,JJ180430,2025-03-13 19:22:00,009XX E 46TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,222,2,4,39,14,1183318.0,1874708.0,2025,2025-03-21 15:51:29,41.811393748,-87.603116057,"
,  
(41.811393748, -87.603116057)",80000,,6.0,night
13774359,JJ180386,2025-03-13 19:20:00,024XX W 24TH ST,810,THEFT,OVER $500,APARTMENT,False,True,1034,10,25,31,6,1160550.0,1888007.0,2025,2025-03-21 15:51:29,41.848388249,-87.686260292,"
,  
(41.848388249, -87.686260292)",290000,,5.0,night
13774843,JJ180654,2025-03-13 19:20:00,047XX S CAMPBELL AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,922,9,15,58,08A,1160504.0,1873004.0,2025,2025-03-21 15:51:29,41.807219231,-87.686843465,"
,  
(41.807219231, -87.686843465)",190000,,0.0,night
13775460,JJ180847,2025-03-13 19:06:00,028XX W 21st St,820,THEFT,$500 AND UNDER,RESIDENCE - YARD (FRONT / BACK),False,False,1023,10,25,30,6,1157514.0,1889930.0,2025,2025-03-21 15:51:29,41.853727407,-87.69735037,"
,  
(41.853727407, -87.69735037)",290000,,5.0,night
13774519,JJ180319,2025-03-13 19:01:00,073XX S VERNON AVE,497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,False,True,323,3,6,69,04B,1180514.0,1856541.0,2025,2025-03-21 15:51:29,41.761606716,-87.61395837,"
,  
(41.761606716, -87.61395837)",100000,,10.0,night
13774505,JJ180367,2025-03-13 19:01:00,040XX W 18TH ST,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,1012,10,24,29,18,1149891.0,1891081.0,2025,2025-03-21 15:51:29,41.857037418,-87.725299889,"
,  
(41.857037418, -87.725299889)",280000,188.8413888888889,0.0,night
13778004,JJ184678,2025-03-13 19:00:00,001XX N DEARBORN ST,820,THEFT,$500 AND UNDER,RESTAURANT,False,False,111,1,42,32,6,1175916.0,1901339.0,2025,2025-03-21 15:51:29,41.884640562,-87.629465296,"
,  
(41.884640562, -87.629465296)",460000,,5.0,night
13777405,JJ183287,2025-03-13 19:00:00,0000X E HARRISON ST,810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,False,False,123,1,4,32,6,1177081.0,1897625.0,2025,2025-03-21 15:51:29,41.874422837,-87.625299815,"
,  
(41.874422837, -87.625299815)",80000,,5.0,night
13776257,JJ182723,2025-03-13 19:00:00,046XX S PAULINA ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,924,9,15,61,7,1165788.0,1873957.0,2025,2025-03-21 15:51:29,41.809723667,-87.667436208,"
,  
(41.809723667, -87.667436208)",190000,,6.0,night
13778005,JJ184776,2025-03-13 19:00:00,001XX N DEARBORN ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,False,False,111,1,42,32,11,1175916.0,1901339.0,2025,2025-03-21 15:51:29,41.884640562,-87.629465296,"
,  
(41.884640562, -87.629465296)",460000,,6.0,night
13774374,JJ180309,2025-03-13 18:58:00,026XX S KEDZIE AVE,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,VEHICLE NON-COMMERCIAL,True,False,1033,10,25,30,26,1155450.0,1886311.0,2025,2025-03-21 15:51:29,41.843838153,-87.705023234,"
,  
(41.843838153, -87.705023234)",290000,188.89138888888888,0.0,night
13774318,JJ180314,2025-03-13 18:54:00,0000X W 95TH ST,3730,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING JUSTICE,OTHER (SPECIFY),True,False,511,5,9,49,24,1177703.0,1841947.0,2025,2025-03-21 15:51:29,41.721623049,-87.624701342,"
,  
(41.721623049, -87.624701342)",130000,188.95805555555555,0.0,night
13774322,JJ180336,2025-03-13 18:50:00,042XX W GLADYS AVE,460,BATTERY,SIMPLE,STREET,False,False,1132,11,28,26,08B,1148281.0,1898020.0,2025,2025-03-21 15:51:29,41.876110004,-87.731030844,"
,  
(41.876110004, -87.731030844)",320000,,10.0,night
13774585,JJ180322,2025-03-13 18:50:00,017XX W FULLERTON AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,1931,19,32,7,6,1164222.0,1915991.0,2025,2025-03-21 15:51:29,41.92510186,-87.671992307,"
,  
(41.92510186, -87.671992307)",360000,189.0247222222222,5.0,night
13774321,JJ180291,2025-03-13 18:48:00,052XX W GRAND AVE,820,THEFT,$500 AND UNDER,CONVENIENCE STORE,False,False,2515,25,36,19,6,1141191.0,1912901.0,2025,2025-03-21 15:51:29,41.917078812,-87.756695962,"
,  
(41.917078812, -87.756695962)",400000,,5.0,night
13774512,JJ180280,2025-03-13 18:43:00,038XX W MONROE ST,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,False,False,1122,11,28,26,04B,1150713.0,1899384.0,2025,2025-03-21 15:51:29,41.879805791,-87.722065646,"
,  
(41.879805791, -87.722065646)",320000,,10.0,night
13777409,JJ183513,2025-03-13 18:42:00,0000X E GRAND AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1834,18,42,8,6,1176796.0,1903917.0,2025,2025-03-21 15:51:29,41.891694878,-87.626155832,"
,  
(41.891694878, -87.626155832)",460000,,5.0,night
13774442,JJ180315,2025-03-13 18:35:00,037XX N LAKE SHORE DR,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1925,19,46,6,7,1171508.0,1925593.0,2025,2025-03-21 15:51:29,41.951292807,-87.644937036,"
,  
(41.951292807, -87.644937036)",500000,,6.0,night
13774886,JJ180862,2025-03-13 18:35:00,069XX S THROOP ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,734,7,17,67,7,1168855.0,1858809.0,2025,2025-03-21 15:51:29,41.768090011,-87.65662425,"
,  
(41.768090011, -87.65662425)",210000,,6.0,night
13774709,JJ180656,2025-03-13 18:30:00,038XX S WABASH AVE,710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,213,2,3,35,6,1177358.0,1879586.0,2025,2025-03-21 15:51:29,41.824916284,-87.624829245,"
,  
(41.824916284, -87.624829245)",70000,,5.0,night
13774739,JJ180673,2025-03-13 18:30:00,072XX S CALIFORNIA AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,831,8,18,66,7,1158962.0,1856446.0,2025,2025-03-21 15:51:29,41.761813455,-87.692951395,"
,  
(41.761813455, -87.692951395)",220000,,6.0,night
13775953,JJ182272,2025-03-13 18:30:00,002XX S CANAL ST,820,THEFT,$500 AND UNDER,OTHER COMMERCIAL TRANSPORTATION,False,False,121,1,42,28,6,1173178.0,1899203.0,2025,2025-03-21 15:51:29,41.878840427,-87.639582928,"
,  
(41.878840427, -87.639582928)",460000,,5.0,night
13774352,JJ180292,2025-03-13 18:28:00,002XX W EVERGREEN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1821,18,2,8,14,1174060.0,1909353.0,2025,2025-03-21 15:51:29,41.906672989,-87.63604155,"
,  
(41.906672989, -87.63604155)",60000,,6.0,night
13775415,JJ181636,2025-03-13 18:22:00,116XX S LOWE AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,False,524,5,21,53,26,1174039.0,1827648.0,2025,2025-03-21 15:51:29,41.682466444,-87.638544407,"
,  
(41.682466444, -87.638544407)",250000,,0.0,night
13774524,JJ180258,2025-03-13 18:19:00,030XX W 26TH ST,860,THEFT,RETAIL THEFT,DRUG STORE,True,False,1033,10,25,30,6,1156324.0,1886588.0,2025,2025-03-21 15:51:29,41.844580682,-87.701808336,"
,  
(41.844580682, -87.701808336)",290000,189.5413888888889,5.0,night
13774338,JJ180279,2025-03-13 18:17:00,076XX S ARTESIAN AVE,2110,NARCOTICS,POSSESS - HYPODERMIC NEEDLE,STREET,False,False,835,8,18,70,18,1161369.0,1853966.0,2025,2025-03-21 15:51:29,41.754958458,-87.684198009,"
,  
(41.754958458, -87.684198009)",220000,,0.0,night
13778201,JJ181340,2025-03-13 18:17:00,001XX E 111TH ST,810,THEFT,OVER $500,APARTMENT,False,False,531,5,9,49,6,1179340.0,1831399.0,2025,2025-03-21 15:51:29,41.69264078,-87.619025823,"
,  
(41.69264078, -87.619025823)",130000,,5.0,night
13774336,JJ180244,2025-03-13 18:17:00,008XX W 63RD ST,502R,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,True,False,712,7,16,68,26,1171956.0,1863081.0,2025,2025-03-21 15:51:29,41.779745372,-87.645132349,"
,  
(41.779745372, -87.645132349)",200000,189.57472222222222,0.0,night
13774369,JJ180379,2025-03-13 18:16:00,012XX S WASHTENAW AVE,560,ASSAULT,SIMPLE,APARTMENT,False,True,1023,10,28,29,08A,1158565.0,1894176.0,2025,2025-03-21 15:51:29,41.865357447,-87.693376639,"
,  
(41.865357447, -87.693376639)",320000,,10.0,night
